text,label,char_length,word_count
She look like telugu movie laddu Babu sister...,Not_offensive,47,8
Objection ur honour tavura vera dailogue ille pola,Not_offensive,50,8
adeiii ennada car ah vechu flight ah nippatraan,Offensive_Untargetede,47,8
paa semma thala fan enpathil perumaya ullathu I'm waiting ne vaa thala,Not_offensive,70,12
Surya anna mass acting look Lalettan,Not_offensive,37,6
vijay sir is back like mass...,Not_offensive,33,6
பேரரசர் பெரும்பிடுகு முத்தரையர் வம்சம் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள் சிவகங்கை சீமை,Not_offensive,94,11
Omg @ 2.18 so cute...,Not_offensive,23,6
Ennada ithu 1 month ku apram trending aaavuthu🤣🤣,Offensive_Untargetede,48,8
After seeing server sundaram teaser hit like,Not_offensive,44,7
கருப்பு சுதந்திரத்தை பேசும் அவர்கள் சட்டத்தில் தான் ஒருவர் கூரும் கருத்து சுதந்திரமும் உள்ளது. ஒருவர் கூரும் கருத்திற்கு எதிர்ப்பு செல்ல எவருக்கும் உரிமை இல்லை...,Not_offensive,162,19
Trailer la 2x speed pakka vandiyathu eruku🤣🤣🤣🤣,Not_offensive,46,7
Eppavume Thalayaiyum Thanmanathaiyum yarukagavum vittu kudukakudathu Thala fans.,Not_offensive,80,8
First bgm keka vanthu trailer pathu I'm impressed lot #Yuvan #Sk,Not_offensive,64,11
Habbadi tamil cinema la ipovadhu oru super hero movie vandhrukeeeee,Offensive_Untargetede,67,10
Indha trailara our thadavai parthavungha mattum like podungha,Not_offensive,61,8
படம் வெற்றி பெற வன்னியர் சமூகம் சார்பாக வாழ்த்துக்கள்,Not_offensive,53,7
how is tis possible.views is 60k but likes is 124k.fake likes,Offensive_Targeted_Insult_Group,62,12
Meru Telugu vallaku Kuda paricham inaru sir,not-Tamil,43,7
Unlike dash laa poitu political dash ku mutti podungaa,Offensive_Targeted_Insult_Group,54,9
Da kadisi senu sema dai vera lavel,Not_offensive,34,7
Nice trailer But real life la British karanta irundu aradiyal VYADHI kita matikitom,Not_offensive,84,13
யாதவர்கள் சார்பாக இப்படம் மகத்தான வெற்றி பெற வாழ்த்துக்கள்.,Not_offensive,59,7
Trailer எல்லாம் நல்லாத்தான் காற்றாறு மணிரத்னம். படம்தான்?,Not_offensive,57,6
Thalaivar ayo pakka aarambichu 10 nimisathula... 30 thadava pathuta...,Not_offensive,73,9
Last அரவிந்ஸ்வாமி dialogue... உண்மையான வரிகள் உனக்கு யாராவது பழைய friend இருக்காங்களா =நம்பாதே,Not_offensive,98,11
Ena da trailer evolo nala ah iruku,Offensive_Untargetede,34,7
பாரதிய ஜனதா கட்சியின் சார்பில் இப்படம் வெற்றியடைய வாழ்த்துக்கள்,Not_offensive,63,7
Sk veriyans like podunga... Trending #1 power of SK,Not_offensive,52,9
kisi ke bare me jan lo tb bolo. character jaisa hoga vesa hi makeup hoga. Jayalalita ka character kar rahi h.jo bhut badi neta thi.ok All the best Kangana.,not-Tamil,158,31
Comment epa vanthu pathalum 20 seconds ago 28 seconds ago apadi nu varuthu namma pasanga vilayadranga,Not_offensive,101,16
மதுரை மாவட்டம் கள்ளர் நாட்டின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...,Not_offensive,73,9
Padam realese agarathuku munnadi 9million views varum solravanga like pannuga,Not_offensive,77,10
Ulitamte trailer Semmaaa Thalalalalalalalalla From A pure. Vijay veriyan Got goosebumps for this,Not_offensive,99,13
வாங்க வாங்க வரிசையா வந்து கதறிட்டு போங்க... (5 ருபா அயன் பன்னுன சொக்காஸ்),Offensive_Targeted_Insult_Group,83,11
"படத்தை இயக்குனர் மோகன் அவர்கள் யூ டியூபில் (You Tube) வெளியிடும் சூழ்நிலை ஏற்பட்டால், தனது வங்கி கணக்கையும் தெரிவிக்க வேண்டும். என் போன்ற பல ஆயிரம் பேர் அதில் பணம் செலுத்த ஆவலாக உள்ளோம். இது போன்ற பல நல்ல படங்களை எடுக்க அப்பணம் உதவும். எங்கள் கொங்கு வெள்ளாள கவுண்டர்கள் சார்பாக மற்றும் பெண் புள்ளைகளை பெற்ற அப்பாமார்களின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்",Not_offensive,359,49
ஆரிய வைசியர் சமுகத்தின் சார்பாக படம் வெற்றி அடைய மற்றும் சமுகத்தில் நல்ல மாற்றங்கள் நிகழ வாழ்த்துக்கள்.,Not_offensive,103,13
vijai fans + Thalaivar Fans Meet pannalama Ready start 1 2 3,Not_offensive,60,12
"இப்படம் வெற்றி அடைய எந்த வித ஜாதி, மதம் அற்ற ஒரு இந்தியனின் சார்பாக, ஒரு தமிழனின் சார்பாக, ஒரு மனிதனின் சார்பாக வாழ்த்துக்கள்",Not_offensive,127,18
20M views varum nu solravanga like panunga,Not_offensive,42,7
Sivakarthikeyan anna vera level U1 sir bgm fire Trailer kola masss... Love siva annnaaa...,Not_offensive,94,14
Adhu yennada thala movie mattum lighta sirikran,Not_offensive,47,7
100 times ku mela pathavanga hit like button,Not_offensive,44,8
Surya anna fan ku sema treat.. En thalaivan surya..,Not_offensive,51,9
Mars il irunthu aandai parambarai saarbaga vaazhthukkal,Not_offensive,55,7
இதற்கு அப்பறம் வரும் அனைத்து அரசியல் படங்களுக்கு இந்த படம் ஆணி வேராக இருக்கும்.#NKGFIRE #U1,Not_offensive,91,12
I'm from Hyderabad I love RK,Not_offensive,28,6
Last dialog unga fans ku solunga thala,Not_offensive,38,7
Super surya anna marana maas responce in ngk trailer,Not_offensive,52,9
Тут кто то на Русском разговаривает? Или Арм?,not-Tamil,45,8
Oore trailer ah paathu kathitu irukumbothu...oruthan matum dhrowpathy ah dhirelapathy nu soli sanda katitrunthaa!!!,Offensive_Targeted_Insult_Individual,116,14
"எங்க வீட்டு பெண் பிள்ளைங்க மேல கை வைக்கனும்னு தொடர்ந்து பின்னாடியே போயி தொல்லை பன்றவன, நான் வெட்டுனா நான் ஜாதி வெறியனா??? அப்படின்னா நான் ஜாதி வெறியனே...",Offensive_Targeted_Insult_Group,154,21
I am waiting waiting waiting nerkondaparavai thala movie ultimate trailor,Not_offensive,73,10
"Vijay sukran padathula vantha Maari, thala NKP la.",Not_offensive,50,8
Mass sk Anna vera level I love Anna padam vera levela irukkua poguthu,Not_offensive,69,13
Nalaiku thala Diwali adhukulla 10M views varanum.,Not_offensive,49,7
பெரிய வீட்டு பொண்ண கரைட் பண்ணுனா தான் செட்டில் ஆக முடியும்,Not_offensive,58,9
Enna daa narasimma padam patha mathiri eruku,Offensive_Targeted_Insult_Group,44,7
Kavalamana irru ku eppavumay orray mathiri intro,Offensive_Targeted_Insult_Group,48,7
தென்காசி மாவட்ட விஸ்வகர்மா மக்களின் சார்பாக இந்த படம் வெற்றி அடைய வாழ்த்துகள் மோகன்.G,Not_offensive,86,11
Omg Simbu in Mani's movie. Nvr imagined...,Not_offensive,42,7
Varalam varalam vaa lppa vaa bairaava!,Not_offensive,38,6
surya mohanlal combo kalakki teaser blockbuster kalakki,Not_offensive,55,7
தமிழ்நாடு குரும்ப கவுண்டர் பேரவையின் சார்பாக வாழ்த்துக்கள்,Not_offensive,58,6
Family yoda padam parka mudiyathu pola...,Offensive_Untargetede,43,6
Sankar sir vera level sir. Thx sir. 0:55,Not_offensive,40,8
Movie semmaya irukku. Very raw and rugged,Not_offensive,41,7
24 Hours 7M views varanum Therikavidanum,Not_offensive,41,6
after NGK back to back blockbusters,Not_offensive,35,6
Vetrimaran + Dhanush = Blockbuster... Thalaivaaa Vera level...,Not_offensive,66,8
Ommaley enna massu ya intha manusan intha vayasula petta paraak vintage thalaivar is back,Offensive_Targeted_Insult_Individual,89,14
Main sir vera Lev naa pakuran pakuran patuthee irruka ayooooo,Not_offensive,61,10
"விழிப்புணர்வு குழந்தை பருவத்தில் இருந்தே பெற்றோர்கள் சொல்லி கொடுத்து வளர்கனும், கட்டப்பஞ்சாயத்து செய்பவனை,அனைவரும் ஒன்று சேர்ந்து, தனிமை படுத்தவேண்டும்,பெண்களின் மானத்துடன் விளையாடும் அமைப்பு அழியும் காலம் இது",Not_offensive,209,20
#U1 bgm...phaaa after long time verithanam... #Suriyaaaa annaaaa🤔,Not_offensive,67,9
Super thalaaaaaaa. Fine trailer. Never ever seen in Indian cinema... thala Rock's,Not_offensive,88,12
I'm a thalapathy fan but ending thala semmaiya irukaru bha,Not_offensive,58,10
SEMA COMEDY movie awaiting nu nenaikuravunga oru like podunga,Not_offensive,61,9
நான் கொங்கு கவுண்டர் வம்சத்தை சேர்ந்தவன் உங்கள் படம் 100 நாட்களையும் தான்டி வெற்றி கொடி பறக்க வாழ்த்துகள்,Not_offensive,105,14
"Vera level Thalaiva marana waiting Petta movie seekiram VA thalaiva,🤩",Not_offensive,70,10
டீசர் அருமையாக உள்ளது... படம் வெற்றி பெற வாழ்த்துக்கள்...,Not_offensive,58,7
Action political movie # suriya anna #bgm vera lvl U1 #Selva sir,Not_offensive,66,12
Vikram yogithaye aaa pathi Valaipaechu laaa kettu shock agi inimey ivan padatha pakakoodathu nu nenachavanga yaravadhu irukeengalaaa...,Offensive_Untargetede,135,17
"Oru director nalla karutha makkaluku sollanum endha madhiri ella na evara mattum sollala ranjith,muthaia madhiri allungalayum dhan soldran",Not_offensive,139,19
Vera level...trailer waiting 4r movie...finshing super... kolaaa ganngula irruken sema...,Offensive_Untargetede,91,11
likes up up up 2 million like,Not_offensive,29,7
Ivane kantaal Thullatha Manathum Thullum Cricketil ivan Sachin Thamilnatil ivan Azhakiya Thamil Makan Ivan mukal raja vamshathile Shajahan Ivan idanjaal Pokkiri Ivan parakum kuruvi Ivan screenil vannaal ellaavarum kushi,Not_offensive,219,29
2:06 vig kaiyoda vandhudumonu bayandhuten,Offensive_Untargetede,41,5
"சினிமாத்துறையில் ஒரேஒரு சமூகம் பற்றி மட்டும் அருமை பெருமைய அந்த சமூகத்தில் மற்ற சமூகத்தினிரால் ஏற்படும் பிரச்சனை சமூக சீரழிவுகள் மத்த மாற்று சமூகங்கள் பாதிக்கபட்ட சமூகத்தை ஏளனம் கிண்டல் பொது இடங்களில் தலைகுணிவு போனரவற்றை திரையில் காண்பிக்க எந்த இயக்குனர்கும் திராணி இல்லை, திராணி இல்லாமல் சொல்வதை எங்க நம்மள ஒதுக்கி வைத்து விடுவார்களோ நம்ம எடுக்குக்ம் படம் ஓடாதோ நோக்கத்தில் எடுக்கமாற்றாற்கள் முதன் முதலில் ஒரு இயக்குனர் திராணியோடு மேலே சொன்ன இயக்குனர் மோகன் ஜீ அவர்கள் மட்டும் தான். மோகன் ஜி நீங்கள் எதுக்கும் கவலை படாதீங்க சார். நாங்கள் இருக்கோம்.",Offensive_Targeted_Insult_Group,551,69
Intha padam kantippa win pannum but rajinikaga illa Shankar kaga avaroda talent kaga...,Not_offensive,89,14
Adangu athu meru ethirthu kelvi ketta pcr podu,Not_offensive,46,8
Mass trailer... lokesh kanagaraj u prove it... karthi acting super,Not_offensive,68,10
1.18 teejay Yaar Ellam kavanichinga🤩 fans like here,Not_offensive,53,8
Anna Kaluththu seri aayiduchu pola,Not_offensive,34,5
Mammookka fans undoda evide adikada makkale like,not-Tamil,48,7
Avara control pannuga pls its for haters,Offensive_Untargetede,41,7
Ooyar jaadhi en sunny ku samam,Offensive_Untargetede,31,6
Vada Chennai 2 ku wait panravanga hit likes,Not_offensive,43,8
Chiyan sir nika vara lavel iam waitting julley 19,Not_offensive,49,9
தானா சேர்ந்த கூட்டம் மாதிரி எனக்கு மட்டும் தான் தோணுதா,Not_offensive,54,8
400k likes da va thala va thala va va,Not_offensive,37,9
30 mitzz la 100k Ithaaaa Theri Masss,Not_offensive,37,7
Padam verti para thalapathy fans sapaka vailthukail,Not_offensive,51,7
"முதலில் பள்ளர் பறையருக்கு பெண் கொடுத்து கலப்பு திருமணம் செய்யுங்கள் என்ற மாவீரன் காடுவெட்டியாரின் வீர உரை ஞாபகம் வருகிறது... இதில் வெட்கமே இல்லாமல் பிள்ளைவாழ், முதலியார், கவுண்டர் பட்டம் கொண்ட வேளாளர் சாதியின் பெயரை திருடி தேவேந்திரகுலவேளாளர் என இங்கு வந்து முட்டுக்கொடுக்கும் பள்ளர் இன மக்கள்...🤮🤮🤮",Not_offensive,300,35
Ella thappichu odungada... ithu unmailaye psycho padam thaan da...,Offensive_Targeted_Insult_Group,66,9
50 times ku mela paththutten. Vera level trailer... Waiting... Fans hit likes...,Not_offensive,86,13
90's kids nu sollave perumaiya eruku da...,Not_offensive,42,7
#யாதவர் சமுதாயம் சார்பாக இப்படம் வெற்றி அடைய வாழ்த்துகள்,Not_offensive,56,7
james bond troll video madhiri iruku indha trailer hahahhaaa...,Not_offensive,65,9
Al vijay oru kathaiyavathu sudama edukarana papom,Offensive_Targeted_Insult_Individual,49,7
9.4K Dislikes Oru Vela Super Star Fans ah Irukkumo 🤣🤣🤣🤣,Offensive_Targeted_Insult_Individual,55,10
Ulaga varalatru nayagan DHANUSH rasikan da,Not_offensive,42,6
Yanda pasangala chi pongada nengalum cinemavum unga ennam ci,Offensive_Untargetede,60,9
Yaarellam movie paathutu inga vanthiga,Not_offensive,38,5
Njan oru vijay fan aan but ee film jaikanamenn enik aaghraham und surya annan thirich vannnam,not-Tamil,93,16
Ak bar jarur dekho movie ko,not-Tamil,27,6
Dhanush + vetrimaran...vera inna venum padam blockbusternu solrathuku...#Asuran,Not_offensive,82,8
Marana waiting for nkp fdfs ku,Not_offensive,30,6
"Trailer Andha alavukkku onnum nalla illa, padam papom naanum thala rasigan dhaan.",Offensive_Targeted_Insult_Other,81,12
"Podo thakida thakida, semma semma, waiting...",Not_offensive,46,6
தமிழ்நாடு சேனைத்தலைவர் சங்கம் சார்பாக வாழ்த்துக்கள் வீரபாகு பேரவை,Not_offensive,65,7
Kakka bukka short film parunga.. athoda film version than idhu,Not_offensive,62,10
Real Time 5million + views.. Petta Paraak,Not_offensive,41,7
soori comedy sema adichika aaley illa,Not_offensive,37,6
Kamla hasan is a ass hole,Offensive_Untargetede,25,6
ena da koduma ivlo late ah view earuthu nane 100 time Ku Mela pathurpan so sad,Offensive_Targeted_Insult_Group,79,16
"இவளே ஒரு உச்சநீதிமன்ற திருட்டு குற்றவாளி இவிங்களுக்கு ஒரு படமா,தமிழினத்துக்கு அம்மா வேலுநாச்சியார் படத்தை எடுங்கடா பின்பு இவருக்கு எந்த அளவு மரியாதைனு பார்ப்போம்",Offensive_Targeted_Insult_Individual,162,19
Enna ya ithu starting normal la eduthuttuu aprom bayampuruthuringaaaaa,Not_offensive,70,9
I am eagerly waiting Samy sathiyama meha hitungo🤣🤣,Not_offensive,50,8
Rajini ya troll panninadhu laiyum oru logic mistake irukku. Avar apdi pesunathu 2017 December la. But trailer la 2016 nu sollirukanga. Adhuve oru logic mistake.Troll panradha yavadhu correct pannunga da dei,Offensive_Untargetede,206,31
Vadachennai samudrakani: like Naadodigal samudrakani: comments,Not_offensive,64,8
ஜாதி இல்லனு சொல்லிட்டு தேவைப்படுற இடத்துல மட்டும் பயன்படுத்திற நாய்ங்கலாம் இங்க டிஸ்லைக் போட்ருக்கிங்க போல,Offensive_Targeted_Insult_Group,106,12
Yuvaaan fans. z,Not_offensive,18,3
Vivegam oru spoon+kathi oru spoon+ ko oru spoon mix panna kaapaan ready,Not_offensive,71,12
Trailer semma vera level Aprm vadachennai part 2 update vitikana nalla irukkum Director vettrimarran sir plz...,Not_offensive,112,16
Romba super Rajini style full trailer excellent hits super duper hit movie,Not_offensive,74,12
Yarru ematringai idhu 96...appa 20 yrs orai dialogue dha poyitirka...appa nangadha comaliya,Offensive_Targeted_Insult_Group,91,12
For now likes must be 210K likes,Not_offensive,32,7
Intha Varushyam Suriya thaan da...Vijay Ajith thali poi vilaiyadu,Offensive_Targeted_Insult_Group,69,9
Guys lets make it to 300k likes,Not_offensive,31,7
I yo thala sema kolluringa ponga,Not_offensive,32,6
Ilayaraja anmai enga pochu nu theriyala,Offensive_Targeted_Insult_Individual,39,6
சத்தியமா இது ஒரு வரலாற்று சிறப்புமிக்க படம்,Not_offensive,43,6
"Suriya fans like here, malayalees ondo...",Not_offensive,42,7
#Godfather and amithab bachan odaya #Sarkar padam matiri irukku,Not_offensive,63,9
Watha enna trailer da...Enna level da...THALA...u Awesome 🥰🥰🥰,Not_offensive,65,8
"Dei,trailernaa trailer mattum podunga aanda padathoda kathayum Sethu solringa,aprm eppudra varumaanam varum",Offensive_Untargetede,109,14
Innum trailer ra paakaravaga hit lik...,Not_offensive,40,6
padam pakka erukum...i liked the trailer so much...pakka massaa,Not_offensive,69,10
NYK ta irunthu concept sututhanahu dai...ha ha ha,Not_offensive,49,8
TOMMARROW SPECIAL view 11.45M like 251.5k sub 71.3k,Not_offensive,54,8
"mass, allu adhigama erukkanum...",Not_offensive,34,5
இதுலயாவது அம்மா எப்புடி இறந்தாங்கானு காமிபங்கங்லா,Not_offensive,50,5
#Saipallavi #fans like This side..,Not_offensive,36,5
நன்றி திரு மோகன் ஜி. நீங்கள் ஒரு ஆண் மகன்.,Not_offensive,43,9
Annanum jokerum onnu Rendu perukum ore problem...,Not_offensive,50,7
Thala luv u so much hard work never fails..never ever giv up...anil pans Ku vai vayuru Ella eriya pogudhu.,Offensive_Targeted_Insult_Group,106,19
எனக்கும் அப்படித்தான் அப்பப்ப எல்லா பல்லும் தெரியும் குறிப்பா தேவையில்லாத இடத்துல,Not_offensive,81,9
நல்ல மனிதர்களின் சார்பாக படம் தோல்வி அடைய வேண்டுகிறேன்.,Not_offensive,55,7
"Urr kaare naayingale,tindrathuku sooru illanaalum, inthe jathi pidichi alinji pongada,ivale oru muddal naayingalada ningalam naalla vele India le porakale,chi poi naayi mutturate kudinge,ulagattin muthal muddal jenmam da ninge, 100 varush anaalum ippadiyetha irupinge,naathari maathiri",Offensive_Targeted_Insult_Group,293,41
OMG keya baat hai love you kangna,not-Tamil,33,7
Sattaiya kizhikura scene la theter ye alara pothu..,Not_offensive,51,8
Aiyaa vani bhojan...inime movies la semmaya irukum. Athn vaani vanthutaangale,Not_offensive,78,11
வரும் மாஸ் சூர்யா அண்ணா & யுவன்ஷங்கர் ராஜா bgm வேற லெவல்,Not_offensive,56,10
Dislyks podrathu ellam nadaga kumbalkaara naaigal,Offensive_Targeted_Insult_Group,49,6
Bigil padathula scope illadha naala bigil part 2 va...,Not_offensive,55,9
18+ unlike nadaga koodhingala pottavangella karuvarukkurathu thappe ila,Offensive_Targeted_Insult_Group,71,8
Trailer nalla panrikongalo illayo rajini nalla vachu panrikinga..,Offensive_Targeted_Insult_Individual,65,8
Ops eps ah yaara pa pottirukeenga theatre la avangalukku than whistle athigama irukkum,Not_offensive,86,13
"Thalapathy, jeeva, siva karthikeyan super hero landing 🦸‍🦸‍🦸‍",Not_offensive,61,8
Kgf part 2 trailer da idu,Offensive_Targeted_Insult_Other,25,6
Vera level YouTube gang aitu..,Not_offensive,31,5
Trailer epadi awesome eruku Waiting,Not_offensive,36,5
Ready to race viswasan vada padda vada Satta,Offensive_Targeted_Insult_Group,44,8
trailer ah movie patha maari iruku inama trailer semma ya intha mari ithu varaikum evanum pathurukamatan,Not_offensive,104,16
VFX nu sonna wigpathy fans yenga ponanunga,Not_offensive,43,7
Hip hop tamizha all fans like pannunga,Not_offensive,38,7
otha bigil oru padam competition ah varuthuna athu epdi erukanum,Offensive_Targeted_Insult_Individual,64,10
0.22 konjam over tha but padam nallrukkumnu nambikai iruku bcoz this is samuthirakani film,Not_offensive,90,14
STR fans: Engaluku rawwa padam varum da,Offensive_Untargetede,41,8
"Muthuramalinga devar kulathaiyum setukulathaiyum vittuten pa,aanda parambarada,rajavamsamda,vangada singles vechikalam",Offensive_Targeted_Insult_Group,121,12
இந்த சமுதாயத்தில் நடக்கும் நாடக காதல் என்ற உண்மை சம்பவங்களை வெளிக் கொண்டு வந்த அண்ணன் மோகன் அவர்களுக்கு வாழ்த்துக்கள்,Not_offensive,117,15
"eppo varanum nnu solavena thalaiva naanga athuku munadiyea kaathu kitirupom. alayadikaruthum, kaathadikarathum sollita varudhu? solamaley vandhu aadidumiley? athu maathiri thaa neenga. thalavivaaaa lv u... hats of u",Not_offensive,217,27
Ayyo Mani 🤪.. Vera level after long time.. simbu vj,Not_offensive,52,11
Sir ku one more bulp parcellllllllll,Offensive_Targeted_Insult_Individual,36,6
semma teaser august waiting panravanga like pannunga,Not_offensive,52,7
Maass maass maass maass maass maass maass THALIA,Not_offensive,48,8
Suriya rasigargal sarbaga padam vetri pera valthukal nanbargaley,Not_offensive,64,8
1.08 enga appa epovum solluvaru,Not_offensive,31,5
Podhaichalum Pudhaiyelai Varuvendaaw,Not_offensive,36,3
Enaku paakurathu ellam PUBG GAME mathiriye theriyuthe,Offensive_Targeted_Insult_Group,53,7
Right now arun vijay in twitter:yaru ellam superhero padam nadakirathunu vivasthai illamal pochu,Not_offensive,97,14
சேலம் மாவட்டம் வன்னியர்கள் சார்பாக இப்படம் வெள்ளி விழா கான வாழ்த்துக்கள்,Not_offensive,72,9
Engineering sonnavan nalla varuvan pa,Not_offensive,37,5
Thala thalapathy rendu Peru padathayum vidala,Not_offensive,45,6
Wowwwwwwsema bgm vera level Tralier 🤩Movie pakka Mega hit,Not_offensive,57,9
Nee varalam nee varalam nee varalam,Not_offensive,35,6
"Oruthar meala irukura viswasam tha kaatrathukaaga, maththavangala yen asinga paduthuringa. Yellorada fansu idha purnjikanum.",Offensive_Untargetede,126,15
#1on trending Sri lanka THALA ultimate,Not_offensive,38,6
Surya ana Marana waiting for Thalapathy fans,Not_offensive,44,7
Ayan part 2 mathiri iruku sema,Not_offensive,30,6
இந்த படம் வெளியாகி வெற்றி பெற வாழ்த்துக்கள்,Not_offensive,43,6
Dislike poduravanuku neraya aabathu kaathutu iruku 🤣🤣🤣...,Offensive_Untargetede,57,7
A MANI RATNAM FLIM...idhu kaga tha ivlo naal wait pannunom...,Not_offensive,61,10
Thala vera level Kerala Vijay Fan,Not_offensive,34,6
Vera mathurii irukuuuu thalaivaaa... Ni vah thalaivaaa vera Level expectations,Not_offensive,80,10
Dislike Panna nainga ellam Surya acting munadi ori mairum illatha echa dogs...nadipin nayagan Surya loveit,Offensive_Targeted_Insult_Group,107,16
Pandaee... jii neega yepa padau nadika vantheenga...,Not_offensive,55,7
U1 bgm Therikudhu... Siva ku Nalla movie ya erukum... cameramen George c villiams SEMA,Not_offensive,87,14
Pon manikavel (Ips) potta nanna eirukum,Not_offensive,39,6
Njangade nattil shoot cheytha film.superhit.. Kulathupuzha kollam,not-Tamil,65,7
Trailer Maatraan second of mari iruku. Movie vera mari irubtha nalarukum...padam vetri pera vaazhthukkal.,Not_offensive,105,14
2.0 SUCKS... petta... MASSSSSSSS,Not_offensive,38,5
Nam'ma (Tamilar) Aachi varum la Thambi? VARUM,Not_offensive,46,8
ரொம்பே தப்பான படம் மனிதா உலகம் ரொம்பே பெரியது தயவுசெய்து வெளியே வந்து பருங்கே,Not_offensive,77,11
Ippadiye jathiya piriyiringaleda tamilana onna serave mattingala da,Not_offensive,67,8
கொங்கு போயர் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்..,Not_offensive,55,7
Yovv ennayaa trailer ithuuu automaticaaaa siripuu varuthuu trailer mulukaa,Offensive_Targeted_Insult_Group,74,9
dialogues than konjam mokka anyway massss,Offensive_Targeted_Insult_Other,43,6
Semma finally meesai ya murukkikittu Madurai getup semma thoranai thalaiva waiting,Not_offensive,82,11
Adei antha Amma va vitrungada...🤣 Konnathu matdum illama ippo padam Vera eduthu koltrengale,Offensive_Targeted_Insult_Group,94,13
Thalaivar Rocks. Thaarmaaaaaaaaaaaaaru. Idhu dhan Thalaivar padam. This is what we are all waiting from a Decade.,Not_offensive,113,17
Hit Like if u are waiting for #kaappaan.,Not_offensive,40,8
வீரத்தின் அடையாளம் தென்னாட்டு வீர நாகப்பதனி சமூதாய மக்கள் சார்பாக வெற்றி பெற வாழ்த்துகிறோம்,Not_offensive,91,11
0:13 Pakistan mattum illaina ivanugaluku yeppadi thaan polappu oodumo... china va vachuthaan politics pannipaarungale da,Offensive_Targeted_Insult_Group,121,15
Namma thalpathy padamVarrthu surya anna marinillungoo.,Offensive_Targeted_Insult_Individual,54,6
Enaka da Edo Ella record dum break pannapotu nu sonniga,Offensive_Untargetede,55,10
Vera level bro paka paka paka paka mass suriya ngk movie marrana wait ma,Not_offensive,72,14
"Kongu makkal samudayam,, Padam vetri namathey kongu vellaala kounders tiruppatur dt",Not_offensive,84,11
Kai fake makeup plzz thoda accha kro yeh ek legend ki biopic hai plzz,not-Tamil,69,14
Wait mama semma. Script ya...vetri namadey🥰,Not_offensive,46,6
Vijay Sethupathi fans Marana Waiting Petta,Not_offensive,42,6
நல்ல படம் தான். நாம மக்கள் எல்லா விஷயத்தையும் எல்லா கோணங்களிலிருந்தும் தெரிஞ்சிகிட்டு கடைசியில் ஒண்ணு சேர்ற வழியைப் பார்ப்போம். போதும் கலவரம். நிஜக்குற்றவாளிகள் இயற்கையால் அடையாளம் காணப்பட்டு தண்டிக்கப்படுவர். அழிவும் ஆக்கமும்,Not_offensive,235,25
Aadhi nadicha ella padamum nalla iruku pa,Not_offensive,41,7
Trailer Mari padam fullah iruntha meratala irukum..,Not_offensive,51,7
Kaidi - like Bigil - comment Asuran - dislike,Offensive_Targeted_Insult_Individual,45,9
தமிழ்நாடு ல நடிகைகள் யாருமே இல்லை யா இந்தத் கதாபாத்திரத்தை செய்ய,Offensive_Targeted_Insult_Group,64,9
Arjun irukaru adhunala indha movie koncham pakalam sk muncha pathale siripu than varudhu,Offensive_Targeted_Insult_Individual,88,13
Marana waiting for you Thalaivaaa,Not_offensive,33,5
Vijay fan erunthalum... Padam Marana Mass aganum nu en friends (Ajith fans) kaga vendikeran... Sema trailer end dialogue...,Not_offensive,125,18
vijay: ennnadaa panni vachi errukinga hip hop aadhi: hahahaha,Not_offensive,64,11
Bhai ye Hindi me kab aayega,not-Tamil,27,6
"Ethukku ethellam..! Vvs,rajini murugan mari comedy movie pathuttu...! Entha movie pakka mudiuma...?",Offensive_Targeted_Insult_Individual,101,12
"Oruthar mele neengge viswasam kaatradhukaaga, innoruthare yen asingga padutharingge? Mass thala nee!!",Not_offensive,101,12
Unga ponnungala love panna neenga kola pannuvinganu therinjum love panrangalea athu yethukkaga panathukkagava,Not_offensive,109,13
"அடேய் சூத்திர boys, நீங்க ஏன் டா ஜாதி பெரும லாம் பேசுறீங்க? பார்ப்பான் ஓட வப்பாட்டி பசங்க தான டா நீங்க எல்லாரும்,, அத போய் பெருமை யா சொல்லிட்டு சுதிட்டு இருக்கீங்க, ஆனா உலகத்துல யே,தேவிடிய பசங்கனு பெருமையா சொல்லுகிறது நீங்க தான் டா,, திருந்துங்க டா, அவன் எவ்ளோ அசிங்கமா உங்க ல உங்க அம்மாவ சொல்லி வச்சிருக்கான், அதா கேளுங்க டா, முட்டா பீஸ் களா",Offensive_Targeted_Insult_Group,348,54
Siripu siripa varuthu to see dialoge,Not_offensive,36,6
Thalapathy fans like Sarkar diwali like here,Not_offensive,44,7
Innum ethana Peru da unga publicity kaga Rajini sir Ra use pannuvinga...thuu,Offensive_Untargetede,78,12
Full story ah trailer la ye sollitinga na..padathuku evan varuvan,Offensive_Untargetede,65,10
Indha time miss aahudhu,Not_offensive,23,4
"Malaysia la story, So sumaara than irukkum.",Not_offensive,43,7
Annan vj Anna Kuda varakaaa... appoum block buster than...,Not_offensive,60,9
Annan varea level super kidu mass,Not_offensive,34,6
Sethupathikku aduthu sema action block irukku,Not_offensive,45,6
Waiting la yaee veri eruthuu #STR MASS,Not_offensive,38,7
NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK,Not_offensive,49,12
